x1,x2
2.378590099658836,1.941736869874502
-2.6713740185781107,-2.2473699006809715
0.4649830277607667,1.9787888996406264
-2.383339390276232,-2.148527181331054
1.2202546638181428,2.629667682993962
-1.3419640703174487,-2.976674919976818
2.206040312578211,1.9404432673870664
1.4559802227372072,2.1858029577288027
-0.8274809848627567,-2.1806210403892283
-2.726419260416969,-3.1298429610682335
-2.1873226997786688,-2.1873095655593446
2.221352639464015,2.661746599228819
-2.561642475101882,-2.2621297172782144
1.2929140510390935,2.1229800847564224
1.8036895071977037,1.3970110685140082
2.7707009033954577,2.330224741549199
-2.541537600244767,-1.5106589689273058
2.650813773895736,1.0153085468528358
1.2883884562995813,1.3473517720276493
1.8709714306671927,2.3232406854516308
-2.1757375102700096,-1.7143099427906028
1.2644606126129574,3.239947524014032
2.0465669747568,1.0856237617355013
1.2075709398954493,1.5469618163177825
2.657648127995592,3.517434386123158
-1.602628677591014,-2.110611440936948
-1.9223379605215678,-1.2250840075736886
-1.945977436249661,-3.1397985489707656
1.642788038346383,2.685119035458778
-3.182817592293942,-2.575875366715767
1.150157029019116,2.378873944508145
-1.4092267360036717,-1.8629053750480236
-2.057608097264267,-1.1971736816863805
2.5005338782120052,1.314273954866974
-1.175200382003239,-1.2549759047070412
-4.095796083271796,-1.342477996499821
2.1385447406809455,2.3082539037830694
-1.8329091239961957,-3.5677360991038203
2.1819679476833036,3.0457142034259426
1.9383186324687167,2.272921579853315
2.234457978638945,1.4285188655789058
-1.9265913787715983,-3.5900551316807143
-1.7106911799618927,-2.5160958036840997
-1.7349892548771488,-1.2195638983021126
2.2079062353987386,2.625458297421848
2.9268764632059234,1.3434541453186317
1.9722305842358054,1.0650575699043743
-0.7366297475940868,-1.386052216677673
1.8212297717393193,2.5712003952736735
-2.3755795087479616,-1.5659519651312284
2.6328255576344377,1.2724900361642089
-1.2676783058383405,-1.7369991122722523
3.4926196089158053,2.37906633672943
2.171274995304163,1.0034089770304095
-2.028660831287961,-0.7482850753487951
1.322565025545276,0.7881222202513083
3.5089487209684243,2.139662250265471
2.4175532524935184,2.237587738586549
-2.37073415424997,-2.3725838028562056
1.1432860015511102,2.3859779321945482
1.7258283867785844,1.3581781846227048
-1.7631037783483392,-1.7911557822560886
1.0104394312975344,0.943634709532579
1.046957202237881,2.5252428869070638
1.3733973661310102,1.7423507870354595
-2.0925186259105923,-2.240882956471431
3.1222354487488797,0.8785191497661753
0.7140134123510178,2.1477070868258434
1.846111228175102,2.24123787386689
2.0104015135023254,3.1628272617258535
0.8677034063596685,1.6634837417877129
2.4694856750402163,3.7523645006479827
-2.8850679792048224,-2.9569652992645366
0.7594692551470938,2.054850379844822
-2.480510951935044,-2.2333549998346216
2.200394280276701,2.2771585675975805
-2.9207948619378423,-1.6994415853234623
-2.4813652897835174,-0.5181774523928497
-3.3799342660104266,-2.4498300233927783
2.079721092070113,1.5972194767070407
-3.0625488391187448,-1.8425110113047012
-2.4238081630136312,-1.5893860535093152
-1.710883515593269,-0.7695707468272246
2.048184167952821,3.9705936899882293
-1.8064301827471727,-3.5306241957262383
2.9142582516120163,2.6015464261494192
-2.435506179620146,-1.911261928232107
-2.36851101676783,-1.1543022190248675
-1.7251053683452309,-3.410432124290187
-1.9959092346860312,-2.187669706700118
-1.740732824484164,-2.3080658243330534
-0.817684764206787,-2.414616174618918
-1.930362345409463,-2.2392058803726944
-2.3136865225057264,-3.170811958505695
-2.64679488231455,-2.401405634867629
-2.810264896267539,-1.748602133923781
-1.3499793420846415,-0.9150079771433417
-2.010797779790347,-2.84616874316472
1.788274533409635,4.176135333271695
-1.481849169519446,-0.7815761148735796
